WHSISLAS500GR	WHSISLAS	0,5	SIETE SEMILLAS	SIETE SEMILLAS 500GR	500GR	6*10*2
WHSEEAZA100GR	WHSEEAZA	0,1	SEMILLA DE CALABAZA	SEMILLA DE CALABAZA 100GR	100GR	5*6*2
WHSEDAOL250GR	WHSEDAOL	0,25	SEMILLA DE GIRASOL	SEMILLA DE GIRASOL 250GR	250GR	6*8*2
WHSEDAOL100GR	WHSEDAOL	0,1	SEMILLA DE GIRASOL	SEMILLA DE GIRASOL 100GR	100GR	5*6*2
WHTOOERO250GR	WHTOOERO	0,25	TOMILLO ENTERO	TOMILLO ENTERO 250GR	250GR	7*10*2
WHTOOERO050GR	WHTOOERO	0,05	TOMILLO ENTERO	TOMILLO ENTERO 50GR	50GR	5*6*2
WHTOOIDO050GR	WHTOOIDO	0,05	TOMILLO MOLIDO	TOMILLO MOLIDO 50GR	50GR	4*6*2
WHTOOIDO250GR	WHTOOIDO	0,25	TOMILLO MOLIDO	TOMILLO MOLIDO 250GR	250GR	6*10*2
WHTRXERO001KG	WHTRXERO	1	TRIGO ENTERO	TRIGO ENTERO 1KG	1KG	7*10*2
WHTRXERO500GR	WHTRXERO	0,5	TRIGO ENTERO	TRIGO ENTERO 500GR	500GR	6*8*2
WHPIENRA050GR	WHPIENRA	0,05	PIMIENTA NEGRA ENTERA	PIMIENTA NEGRA ENTERA 50GR	50GR	4.5*5*2
WHPIENRA250GR	WHPIENRA	0,25	PIMIENTA NEGRA ENTERA	PIMIENTA NEGRA ENTERA 250GR	250GR	5*8*2
WHCOXERO250GR	WHCOXERO	0,25	COMINO ENTERO	COMINO ENTERO 250GR	250GR	5*8*2
WHCOXERO050GR	WHCOXERO	0,05	COMINO ENTERO	COMINO ENTERO 50GR	50GR	4.5*5*2
WHPIEODO001KG	WHPIEODO	1	PIMIENTA NEGRA MOLIDO	PIMIENTA NEGRA MOLIDO 1KG	1KG	7*12*2
WHPIEODO500GR	WHPIEODO	0,5	PIMIENTA NEGRA MOLIDO	PIMIENTA NEGRA MOLIDO 500GR	500GR	6*10*2
WHPIEODO250GR	WHPIEODO	0,25	PIMIENTA NEGRA MOLIDO	PIMIENTA NEGRA MOLIDO 250GR	250GR	5*8*2
WHPIEODO050GR	WHPIEODO	0,05	PIMIENTA NEGRA MOLIDO	PIMIENTA NEGRA MOLIDO 50GR	50GR	4.5*5*2
WHCOXIDO001KG	WHCOXIDO	1	COMINO MOLIDO	COMINO MOLIDO 1KG	1KG	7*12*2
WHCOXIDO500GR	WHCOXIDO	0,5	COMINO MOLIDO	COMINO MOLIDO 500GR	500GR	6*10*2
WHCOXIDO250GR	WHCOXIDO	0,25	COMINO MOLIDO	COMINO MOLIDO 250GR	250GR	5*8*2
WHCOXIDO050GR	WHCOXIDO	0,05	COMINO MOLIDO	COMINO MOLIDO 50GR	50GR	4.5*5*2
WHALXOVO250GR	WHALXOVO	0,25	ALMENDRA EN POLVO	ALMENDRA EN POLVO 250GR	250GR	6*8*2
WHALXOVO500GR	WHALXOVO	0,5	ALMENDRA EN POLVO	ALMENDRA EN POLVO 500GR	500GR	7*10*2
WHMAJTRA500GR	WHMAJTRA	0,5	MANI CAJU ENTERA	MANI CAJU ENTERA 500GR	500GR	7*10*2
WHMAJTRA250GR	WHMAJTRA	0,25	MANI CAJU ENTERA	MANI CAJU ENTERA 250GR	250GR	6*8*2
WHMAJTRA100GR	WHMAJTRA	0,01	MANI CAJU ENTERA	MANI CAJU ENTERA 100GR	100GR	5*6*2
WHCOZLVO100GR	WHCOZLVO	0,1	COLAPIZ POLVO	COLAPIZ POLVO 100GR	100GR	5*6*2
WHCOZLVO250GR	WHCOZLVO	0,25	COLAPIZ POLVO	COLAPIZ POLVO 250GR	250GR	6*8*2
WHPOENAR250GR	WHPOENAR	0,25	POLVO DE HORNEAR	POLVO DE HORNEAR 250GR	250GR	6*8*2
WHPOENAR100GR	WHPOENAR	0,1	POLVO DE HORNEAR	POLVO DE HORNEAR 100GR	100GR	5*6*2
WHCUAPVO250GR	WHCUAPVO	0,25	CURAZAO CACAO POLVO	CURAZAO CACAO POLVO 250GR	250GR	6*8*2
WHCUAPVO100GR	WHCUAPVO	0,1	CURAZAO CACAO POLVO	CURAZAO CACAO POLVO 100GR	100GR	5*6*2
WHANCOVO250GR	WHANCOVO	0,25	ANGO CACAO POLVO	ANGO CACAO POLVO 250GR	250GR	6*8*2
WHANCOVO100GR	WHANCOVO	0,1	ANGO CACAO POLVO	ANGO CACAO POLVO 100GR	100GR	5*6*2
WHCESNRA500GR	WHCESNRA	0,5	CEBADA TOSTADA NEGRA	CEBADA TOSTADA NEGRA 500GR	500GR	7*10*2
WHCESNRA250GR	WHCESNRA	0,25	CEBADA TOSTADA NEGRA	CEBADA TOSTADA NEGRA 250GR	250GR	6*8*2
WHCETDNA500GR	WHCETDNA	0,5	CEBADA TOSTADA MEDIANA	CEBADA TOSTADA MEDIANA 500GR	500GR	7*10*2
WHCETDNA250GR	WHCETDNA	0,25	CEBADA TOSTADA MEDIANA	CEBADA TOSTADA MEDIANA 250GR	250GR	6*8*2
WHCESCRA500GR	WHCESCRA	0,5	CEBADA TOSTADA CLARA	CEBADA TOSTADA CLARA 500GR	500GR	7*10*2
WHCESCRA250GR	WHCESCRA	0,25	CEBADA TOSTADA CLARA	CEBADA TOSTADA CLARA 250GR	250GR	6*8*2
WHLIXIUM500GR	WHLIXIUM	0,5	LINAZA PREMIUM	LINAZA PREMIUM 500GR	500GR	6*8*2
WHLIXIUM250GR	WHLIXIUM	0,25	LINAZA PREMIUM	LINAZA PREMIUM 250GR	250GR	5*6*2
WHLIXIUM100GR	WHLIXIUM	0,1	LINAZA PREMIUM	LINAZA PREMIUM 100GR	100GR	4.5*5*2
WHPAXOVO500GR	WHPAXOVO	0,5	PALILLO EN POLVO	PALILLO EN POLVO 500GR	500GR	6*10*2
WHPAXOVO250GR	WHPAXOVO	0,25	PALILLO EN POLVO	PALILLO EN POLVO 250GR	250GR	5*8*2
WHPAXOVO100GR	WHPAXOVO	0,1	PALILLO EN POLVO	PALILLO EN POLVO 100GR	100GR	4*6*2
WHSIXOVO500GR	WHSIXOVO	0,5	SIBARITA EN POLVO	SIBARITA EN POLVO 500GR	500GR	6*10*2
WHSIXOVO250GR	WHSIXOVO	0,25	SIBARITA EN POLVO	SIBARITA EN POLVO 250GR	250GR	5*8*2
WHSIXOVO100GR	WHSIXOVO	0,1	SIBARITA EN POLVO	SIBARITA EN POLVO 100GR	100GR	4*6*2
WHCAAERA100GR	WHCAAERA	0,1	CASTAÑA ENTERA	CASTAÑA ENTERA 100GR	100GR	4.5*5*2
WHTERGRO500GR	WHTERGRO	0,5	TE HUYRO NEGRO	TE HUYRO NEGRO 500GR	500GR	8*12*2
WHTERGRO250GR	WHTERGRO	0,25	TE HUYRO NEGRO	TE HUYRO NEGRO 250GR	250GR	7*10*2
WHTERGRO100GR	WHTERGRO	0,1	TE HUYRO NEGRO	TE HUYRO NEGRO 100GR	100GR	5*8*2
WHACXOVO500GR	WHACXOVO	0,5	ACHIOTE EN POLVO	ACHIOTE EN POLVO 500GR	500GR	6*10*2
WHACXOVO250GR	WHACXOVO	0,25	ACHIOTE EN POLVO	ACHIOTE EN POLVO 250GR	250GR	5*8*2
WHACXOVO100GR	WHACXOVO	0,1	ACHIOTE EN POLVO	ACHIOTE EN POLVO 100GR	100GR	4*6*2
WHCAXAAO250GR	WHCAXAAO	0,25	CASCARA DE CACAO	CASCARA DE CACAO 250GR	250GR	8*12*2
WHCAXAAO100GR	WHCAXAAO	0,1	CASCARA DE CACAO	CASCARA DE CACAO 100GR	100GR	6*10*2
WHPILNRA250GR	WHPILNRA	0,25	PIMIENTA BLANCA ENTERA	PIMIENTA BLANCA ENTERA 250GR	250GR	5*8*2
WHPILNRA050GR	WHPILNRA	0,05	PIMIENTA BLANCA ENTERA	PIMIENTA BLANCA ENTERA 50GR	50GR	4.5*5*2
WHSAIXCA001KG	WHSAIXCA	1	SANTIS ALMIDON DE YUCA	SANTIS ALMIDON DE YUCA 1KG	1KG	7*12*2
WHSAIXCA500GR	WHSAIXCA	0,5	SANTIS ALMIDON DE YUCA	SANTIS ALMIDON DE YUCA 500GR	500GR	6*10*2
WHAVJRUM500GR	WHAVJRUM	0,5	AVENA EN HOJUELA PREMIUM	AVENA EN HOJUELA PREMIUM 500GR	500GR	7*10*2
WHPINAEL050GR	WHPINAEL	0,05	PIMIENTA ROJA EN HOJUELA GRANEL	PIMIENTA ROJA EN HOJUELA GRANEL 50GR	50GR	4.5*5*2
